date,name,value,description
2023-06-20,food - Omitted due to Privacy Reasons,-17.95,food - Omitted due to Privacy Reasons
2023-06-20,PayPal - Omitted due to Privacy Reasons,-15.26,PayPal - Omitted due to Privacy Reasons
2023-06-19,GEL Koers - Omitted due to Privacy Reasons,-153.09,GEL Koers - Omitted due to Privacy Reasons
2023-06-19,GEL Koers - Omitted due to Privacy Reasons,-41.16,GEL Koers - Omitted due to Privacy Reasons
2023-06-19,GEL Koers - Omitted due to Privacy Reasons,-21.57,GEL Koers - Omitted due to Privacy Reasons
2023-06-19,GEL Koers - Omitted due to Privacy Reasons,-13.84,GEL Koers - Omitted due to Privacy Reasons
2023-06-19,GEL Koers - Omitted due to Privacy Reasons,-3.74,GEL Koers - Omitted due to Privacy Reasons
2023-06-19,GEL Koers - Omitted due to Privacy Reasons,-36.26,GEL Koers - Omitted due to Privacy Reasons
2023-06-19,Podimo - Omitted due to Privacy Reasons,-5.22,Podimo - Omitted due to Privacy Reasons
2023-06-18,GEL Koers - Omitted due to Privacy Reasons,-9.95,GEL Koers - Omitted due to Privacy Reasons
2023-06-18,GEL Koers - Omitted due to Privacy Reasons,-15.78,GEL Koers - Omitted due to Privacy Reasons
2023-06-18,GEL Koers - Omitted due to Privacy Reasons,-52.89,GEL Koers - Omitted due to Privacy Reasons
2023-06-18,GEL Koers - Omitted due to Privacy Reasons,-19.48,GEL Koers - Omitted due to Privacy Reasons
2023-06-18,GEL Koers - Omitted due to Privacy Reasons,-19.09,GEL Koers - Omitted due to Privacy Reasons
2023-06-18,Carrefour - Omitted due to Privacy Reasons,-1.8,Carrefour - Omitted due to Privacy Reasons
2023-06-17,GEL Koers - Omitted due to Privacy Reasons,-21.24,GEL Koers - Omitted due to Privacy Reasons
2023-06-17,cafe - Omitted due to Privacy Reasons,-35.32,cafe - Omitted due to Privacy Reasons
2023-06-16,Carrefour - Omitted due to Privacy Reasons,-12.12,Carrefour - Omitted due to Privacy Reasons
2023-06-16,Spar - Omitted due to Privacy Reasons,-23.1,Spar - Omitted due to Privacy Reasons
2023-06-16,GEL Koers - Omitted due to Privacy Reasons,-11.15,GEL Koers - Omitted due to Privacy Reasons
2023-06-16,food - Omitted due to Privacy Reasons,-46.43,food - Omitted due to Privacy Reasons
2023-06-15,GEL Koers - Omitted due to Privacy Reasons,-17.64,GEL Koers - Omitted due to Privacy Reasons
2023-06-15,OranjePakket - Omitted due to Privacy Reasons,-3.0,OranjePakket - Omitted due to Privacy Reasons
2023-06-14,spaarrekening - Omitted due to Privacy Reasons,3151.98,spaarrekening - Omitted due to Privacy Reasons
2023-06-14,GEL Koers - Omitted due to Privacy Reasons,-2.84,GEL Koers - Omitted due to Privacy Reasons
2023-06-14,GEL Koers - Omitted due to Privacy Reasons,-89.1,GEL Koers - Omitted due to Privacy Reasons
2023-06-14,GEL Koers - Omitted due to Privacy Reasons,-15.92,GEL Koers - Omitted due to Privacy Reasons
2023-06-14,GEL Koers - Omitted due to Privacy Reasons,-10.46,GEL Koers - Omitted due to Privacy Reasons
2023-06-14,cafe - Omitted due to Privacy Reasons,-39.59,cafe - Omitted due to Privacy Reasons
2023-06-13,Spar - Omitted due to Privacy Reasons,-4.88,Spar - Omitted due to Privacy Reasons
2023-06-13,Netflix - Omitted due to Privacy Reasons,-16.56,Netflix - Omitted due to Privacy Reasons
2023-06-12,Albert Heijn - Omitted due to Privacy Reasons,-15.95,Albert Heijn - Omitted due to Privacy Reasons
2023-06-12,Netflix - Omitted due to Privacy Reasons,3.67,Netflix - Omitted due to Privacy Reasons
2023-06-12,Netflix - Omitted due to Privacy Reasons,3.59,Netflix - Omitted due to Privacy Reasons
2023-06-11,GRILL - Omitted due to Privacy Reasons,-8.67,GRILL - Omitted due to Privacy Reasons
2023-06-11,Horeca - Omitted due to Privacy Reasons,-28.7,Horeca - Omitted due to Privacy Reasons
2023-06-10,10AM02 NIEUWEGEIN - Omitted due to Privacy Reasons,-117.62,10AM02 NIEUWEGEIN - Omitted due to Privacy Reasons
2023-06-10,Park. Gem. Amersfoort - Omitted due to Privacy Reasons,-2.98,Park. Gem. Amersfoort - Omitted due to Privacy Reasons
2023-06-10,jumbo - Omitted due to Privacy Reasons,-15.02,jumbo - Omitted due to Privacy Reasons
2023-06-09,spaarrekening - Omitted due to Privacy Reasons,1429.38,spaarrekening - Omitted due to Privacy Reasons
2023-06-08,Albert Heijn - Omitted due to Privacy Reasons,-10.75,Albert Heijn - Omitted due to Privacy Reasons
2023-06-08,asr - Omitted due to Privacy Reasons,-6.5,asr - Omitted due to Privacy Reasons
2023-06-08,amazon - Omitted due to Privacy Reasons,-3.22,amazon - Omitted due to Privacy Reasons
2023-06-07,asr - Omitted due to Privacy Reasons,-2.93,asr - Omitted due to Privacy Reasons
2023-06-07,asr - Omitted due to Privacy Reasons,-5.49,asr - Omitted due to Privacy Reasons
2023-06-07,Albert Heijn - Omitted due to Privacy Reasons,-29.82,Albert Heijn - Omitted due to Privacy Reasons
2023-06-07,bar - Omitted due to Privacy Reasons,-40.41,bar - Omitted due to Privacy Reasons
2023-06-06,asr - Omitted due to Privacy Reasons,-5.06,asr - Omitted due to Privacy Reasons
2023-06-06,,48.04,
2023-06-06,creditcard - Omitted due to Privacy Reasons,-234.96,creditcard - Omitted due to Privacy Reasons
2023-06-06,Swapfiets - Omitted due to Privacy Reasons,-69.26,Swapfiets - Omitted due to Privacy Reasons
2023-06-06,inShared - Omitted due to Privacy Reasons,-38.4,inShared - Omitted due to Privacy Reasons
2023-06-06,PayPal - Omitted due to Privacy Reasons,-109.22,PayPal - Omitted due to Privacy Reasons
2023-06-05,McDonalds - Omitted due to Privacy Reasons,-2.13,McDonalds - Omitted due to Privacy Reasons
2023-06-05,McDonalds - Omitted due to Privacy Reasons,-7.1,McDonalds - Omitted due to Privacy Reasons
2023-06-04,Eazie - Omitted due to Privacy Reasons,-15.02,Eazie - Omitted due to Privacy Reasons
2023-06-04,EV HANDS B.V. NIJVERDAL - Omitted due to Privacy Reasons,-74.82,EV HANDS B.V. NIJVERDAL - Omitted due to Privacy Reasons
2023-06-03,DUTCHBAND.COM - Omitted due to Privacy Reasons,-29.3,DUTCHBAND.COM - Omitted due to Privacy Reasons
2023-06-03,McDonalds - Omitted due to Privacy Reasons,-33.16,McDonalds - Omitted due to Privacy Reasons
2023-06-03,EV HANDS B.V. NIJVERDAL - Omitted due to Privacy Reasons,-72.08,EV HANDS B.V. NIJVERDAL - Omitted due to Privacy Reasons
2023-06-03,TotalEnergies - Omitted due to Privacy Reasons,-36.22,TotalEnergies - Omitted due to Privacy Reasons
2023-06-02,asr - Omitted due to Privacy Reasons,-6.07,asr - Omitted due to Privacy Reasons
2023-06-02,Albert Heijn - Omitted due to Privacy Reasons,-24.66,Albert Heijn - Omitted due to Privacy Reasons
2023-06-01,tikkie - Omitted due to Privacy Reasons,-166.21,tikkie - Omitted due to Privacy Reasons
2023-06-01,Pontiac - Omitted due to Privacy Reasons,-1622.98,Pontiac - Omitted due to Privacy Reasons
2023-06-01,Nationale Nederlanden - Omitted due to Privacy Reasons,-118.08,Nationale Nederlanden - Omitted due to Privacy Reasons
2023-05-31,Albert Heijn - Omitted due to Privacy Reasons,-18.89,Albert Heijn - Omitted due to Privacy Reasons
2023-05-30,cafe - Omitted due to Privacy Reasons,-52.77,cafe - Omitted due to Privacy Reasons
2023-05-30,Belastingdienst - Omitted due to Privacy Reasons,-19.98,Belastingdienst - Omitted due to Privacy Reasons
2023-05-29,Hema - Omitted due to Privacy Reasons,-5.35,Hema - Omitted due to Privacy Reasons
2023-05-29,amazon - Omitted due to Privacy Reasons,-130.01,amazon - Omitted due to Privacy Reasons
2023-05-29,,-32.22,
2023-05-29,BP VLIETE - Omitted due to Privacy Reasons,-8.2,BP VLIETE - Omitted due to Privacy Reasons
2023-05-29,WESTERSCHELDE TUNNEL - Omitted due to Privacy Reasons,-5.48,WESTERSCHELDE TUNNEL - Omitted due to Privacy Reasons
2023-05-29,beach - Omitted due to Privacy Reasons,-5.45,beach - Omitted due to Privacy Reasons
2023-05-29,beach - Omitted due to Privacy Reasons,-29.05,beach - Omitted due to Privacy Reasons
2023-05-28,espresso - Omitted due to Privacy Reasons,-7.02,espresso - Omitted due to Privacy Reasons
2023-05-28,espresso - Omitted due to Privacy Reasons,-3.66,espresso - Omitted due to Privacy Reasons
2023-05-27,spaarrekening - Omitted due to Privacy Reasons,-6415.86,spaarrekening - Omitted due to Privacy Reasons
2023-05-27,betaalverzoek - Omitted due to Privacy Reasons,-142.08,betaalverzoek - Omitted due to Privacy Reasons
2023-05-27,Hearst Magazines - Omitted due to Privacy Reasons,-55.97,Hearst Magazines - Omitted due to Privacy Reasons
2023-05-26,Transfer provisie - Omitted due to Privacy Reasons,-5.71,Transfer provisie - Omitted due to Privacy Reasons
2023-05-26,openbb - Omitted due to Privacy Reasons,8546.62,openbb - Omitted due to Privacy Reasons
2023-05-26,Taco Mundo - Omitted due to Privacy Reasons,-19.24,Taco Mundo - Omitted due to Privacy Reasons
2023-05-26,Disney+ - Omitted due to Privacy Reasons,-4.07,Disney+ - Omitted due to Privacy Reasons
2023-05-26,"Vergunningen, Toezicht en Handhaving - Omitted due to Privacy Reasons",-86.06,"Vergunningen, Toezicht en Handhaving - Omitted due to Privacy Reasons"
2023-05-25,Albert Heijn - Omitted due to Privacy Reasons,-20.03,Albert Heijn - Omitted due to Privacy Reasons
2023-05-25,NPO Start - Omitted due to Privacy Reasons,-3.18,NPO Start - Omitted due to Privacy Reasons
2023-05-25,NS GROEP - Omitted due to Privacy Reasons,-6.45,NS GROEP - Omitted due to Privacy Reasons
2023-05-25,Wereld Natuur Fonds - Omitted due to Privacy Reasons,-22.38,Wereld Natuur Fonds - Omitted due to Privacy Reasons
2023-05-25,Unicef - Omitted due to Privacy Reasons,-9.07,Unicef - Omitted due to Privacy Reasons
2023-05-24,Youfone - Omitted due to Privacy Reasons,-19.9,Youfone - Omitted due to Privacy Reasons
2023-05-23,Eventbrite - Omitted due to Privacy Reasons,-32.66,Eventbrite - Omitted due to Privacy Reasons
2023-05-23,spaarrekening - Omitted due to Privacy Reasons,-1072.61,spaarrekening - Omitted due to Privacy Reasons
2023-05-23,Stek - Omitted due to Privacy Reasons,1033.15,Stek - Omitted due to Privacy Reasons
2023-05-23,betaalverzoek - Omitted due to Privacy Reasons,82.01,betaalverzoek - Omitted due to Privacy Reasons
2023-05-23,betaalverzoek - Omitted due to Privacy Reasons,72.32,betaalverzoek - Omitted due to Privacy Reasons
2023-05-23,Albert Heijn - Omitted due to Privacy Reasons,-17.98,Albert Heijn - Omitted due to Privacy Reasons
2023-05-23,Spotify - Omitted due to Privacy Reasons,-3.46,Spotify - Omitted due to Privacy Reasons
2023-05-23,PayPal - Omitted due to Privacy Reasons,-2.13,PayPal - Omitted due to Privacy Reasons
2023-05-22,cafe - Omitted due to Privacy Reasons,-114.57,cafe - Omitted due to Privacy Reasons
2023-05-21,Rivierwijkers - Omitted due to Privacy Reasons,-8.97,Rivierwijkers - Omitted due to Privacy Reasons
2023-05-21,Albert Heijn - Omitted due to Privacy Reasons,-17.49,Albert Heijn - Omitted due to Privacy Reasons
2023-05-21,restaurant - Omitted due to Privacy Reasons,-729.78,restaurant - Omitted due to Privacy Reasons
2023-05-21,betaalverzoek - Omitted due to Privacy Reasons,75.93,betaalverzoek - Omitted due to Privacy Reasons
2023-05-21,betaalverzoek - Omitted due to Privacy Reasons,72.74,betaalverzoek - Omitted due to Privacy Reasons
2023-05-20,betaalverzoek - Omitted due to Privacy Reasons,81.57,betaalverzoek - Omitted due to Privacy Reasons
2023-05-20,betaalverzoek - Omitted due to Privacy Reasons,78.8,betaalverzoek - Omitted due to Privacy Reasons
2023-05-20,betaalverzoek - Omitted due to Privacy Reasons,71.9,betaalverzoek - Omitted due to Privacy Reasons
2023-05-20,betaalverzoek - Omitted due to Privacy Reasons,73.42,betaalverzoek - Omitted due to Privacy Reasons
2023-05-20,spaarrekening - Omitted due to Privacy Reasons,1048.19,spaarrekening - Omitted due to Privacy Reasons
2023-05-19,NYPD - Omitted due to Privacy Reasons,-25.58,NYPD - Omitted due to Privacy Reasons
2023-05-19,AH - Omitted due to Privacy Reasons,-82.87,AH - Omitted due to Privacy Reasons
2023-05-18,Stan - Omitted due to Privacy Reasons,-19.81,Stan - Omitted due to Privacy Reasons
2023-05-18,GRILL - Omitted due to Privacy Reasons,-8.24,GRILL - Omitted due to Privacy Reasons
2023-05-18,Albert Heijn - Omitted due to Privacy Reasons,-43.7,Albert Heijn - Omitted due to Privacy Reasons
2023-05-18,cafe - Omitted due to Privacy Reasons,-30.69,cafe - Omitted due to Privacy Reasons
2023-05-17,PayPal - Omitted due to Privacy Reasons,-15.47,PayPal - Omitted due to Privacy Reasons
2023-05-17,Podimo - Omitted due to Privacy Reasons,-4.71,Podimo - Omitted due to Privacy Reasons
2023-05-15,Albert Heijn - Omitted due to Privacy Reasons,-29.55,Albert Heijn - Omitted due to Privacy Reasons
2023-05-15,Decathlon - Omitted due to Privacy Reasons,-107.29,Decathlon - Omitted due to Privacy Reasons
2023-05-15,The Sting - Omitted due to Privacy Reasons,-101.34,The Sting - Omitted due to Privacy Reasons
2023-05-15,NZA - Omitted due to Privacy Reasons,-91.96,NZA - Omitted due to Privacy Reasons
2023-05-15,Netflix - Omitted due to Privacy Reasons,-15.57,Netflix - Omitted due to Privacy Reasons
2023-05-14,Paylogic - Omitted due to Privacy Reasons,-71.91,Paylogic - Omitted due to Privacy Reasons
2023-05-14,Eventbrite - Omitted due to Privacy Reasons,-13.97,Eventbrite - Omitted due to Privacy Reasons
2023-05-13,espresso - Omitted due to Privacy Reasons,-4.89,espresso - Omitted due to Privacy Reasons
2023-05-13,espresso - Omitted due to Privacy Reasons,-3.17,espresso - Omitted due to Privacy Reasons
2023-05-13,espresso - Omitted due to Privacy Reasons,-3.21,espresso - Omitted due to Privacy Reasons
2023-05-13,Innsbruck - Omitted due to Privacy Reasons,-22.35,Innsbruck - Omitted due to Privacy Reasons
2023-05-12,,-1099.56,
2023-05-12,spaarrekening - Omitted due to Privacy Reasons,951.66,spaarrekening - Omitted due to Privacy Reasons
2023-05-12,Innsbruck - Omitted due to Privacy Reasons,-26.51,Innsbruck - Omitted due to Privacy Reasons
2023-05-12,Albert Heijn - Omitted due to Privacy Reasons,-24.95,Albert Heijn - Omitted due to Privacy Reasons
2023-05-12,Innsbruck - Omitted due to Privacy Reasons,-3.03,Innsbruck - Omitted due to Privacy Reasons
2023-05-12,Innsbruck - Omitted due to Privacy Reasons,-19.76,Innsbruck - Omitted due to Privacy Reasons
2023-05-12,Innsbruck - Omitted due to Privacy Reasons,-3.06,Innsbruck - Omitted due to Privacy Reasons
2023-05-12,Innsbruck - Omitted due to Privacy Reasons,-9.39,Innsbruck - Omitted due to Privacy Reasons
2023-05-12,ov-chipkaart - Omitted due to Privacy Reasons,-7.37,ov-chipkaart - Omitted due to Privacy Reasons
2023-05-12,Netflix - Omitted due to Privacy Reasons,3.37,Netflix - Omitted due to Privacy Reasons
2023-05-12,Netflix - Omitted due to Privacy Reasons,3.16,Netflix - Omitted due to Privacy Reasons
2023-05-11,Innsbruck - Omitted due to Privacy Reasons,-2.56,Innsbruck - Omitted due to Privacy Reasons
2023-05-11,Innsbruck - Omitted due to Privacy Reasons,-11.59,Innsbruck - Omitted due to Privacy Reasons
2023-05-10,Eurospar - Omitted due to Privacy Reasons,-8.74,Eurospar - Omitted due to Privacy Reasons
2023-05-10,Eurospar - Omitted due to Privacy Reasons,-1.47,Eurospar - Omitted due to Privacy Reasons
2023-05-10,Bike - Omitted due to Privacy Reasons,-53.85,Bike - Omitted due to Privacy Reasons
2023-05-10,Innsbruck - Omitted due to Privacy Reasons,-2.64,Innsbruck - Omitted due to Privacy Reasons
2023-05-10,Innsbruck - Omitted due to Privacy Reasons,-2.75,Innsbruck - Omitted due to Privacy Reasons
2023-05-10,PayPal - Omitted due to Privacy Reasons,-68.98,PayPal - Omitted due to Privacy Reasons
2023-05-10,STRIPE - Omitted due to Privacy Reasons,-2.7,STRIPE - Omitted due to Privacy Reasons
2023-05-09,betaalverzoek - Omitted due to Privacy Reasons,-47.3,betaalverzoek - Omitted due to Privacy Reasons
2023-05-09,spaarrekening - Omitted due to Privacy Reasons,-9.63,spaarrekening - Omitted due to Privacy Reasons
2023-05-09,Belastingdienst - Omitted due to Privacy Reasons,-20936.94,Belastingdienst - Omitted due to Privacy Reasons
2023-05-09,Innsbruck - Omitted due to Privacy Reasons,-8.36,Innsbruck - Omitted due to Privacy Reasons
2023-05-09,Innsbruck - Omitted due to Privacy Reasons,-0.76,Innsbruck - Omitted due to Privacy Reasons
2023-05-09,Innsbruck - Omitted due to Privacy Reasons,-2.61,Innsbruck - Omitted due to Privacy Reasons
2023-05-09,Innsbruck - Omitted due to Privacy Reasons,-4.59,Innsbruck - Omitted due to Privacy Reasons
2023-05-09,OranjePakket - Omitted due to Privacy Reasons,-2.98,OranjePakket - Omitted due to Privacy Reasons
2023-05-08,spaarrekening - Omitted due to Privacy Reasons,-245.82,spaarrekening - Omitted due to Privacy Reasons
2023-05-08,spaarrekening - Omitted due to Privacy Reasons,-12324.12,spaarrekening - Omitted due to Privacy Reasons
2023-05-08,Belastingdienst - Omitted due to Privacy Reasons,-3165.26,Belastingdienst - Omitted due to Privacy Reasons
2023-05-08,spaarrekening - Omitted due to Privacy Reasons,33515.71,spaarrekening - Omitted due to Privacy Reasons
2023-05-08,NeustiftMiedersSchon - Omitted due to Privacy Reasons,-86.95,NeustiftMiedersSchon - Omitted due to Privacy Reasons
2023-05-08,IbkVerkehrsbetriebe - Omitted due to Privacy Reasons,-2.62,IbkVerkehrsbetriebe - Omitted due to Privacy Reasons
2023-05-08,,49.88,
2023-05-08,creditcard - Omitted due to Privacy Reasons,-31.31,creditcard - Omitted due to Privacy Reasons
2023-05-08,Swapfiets - Omitted due to Privacy Reasons,-63.02,Swapfiets - Omitted due to Privacy Reasons
2023-05-07,spaarrekening - Omitted due to Privacy Reasons,-545.36,spaarrekening - Omitted due to Privacy Reasons
2023-05-07,Stan - Omitted due to Privacy Reasons,29.3,Stan - Omitted due to Privacy Reasons
2023-05-07,betaalverzoek - Omitted due to Privacy Reasons,488.83,betaalverzoek - Omitted due to Privacy Reasons
2023-05-07,Taphuys - Omitted due to Privacy Reasons,39.91,Taphuys - Omitted due to Privacy Reasons
2023-05-07,spaarrekening - Omitted due to Privacy Reasons,3.57,spaarrekening - Omitted due to Privacy Reasons
2023-05-07,spaarrekening - Omitted due to Privacy Reasons,-3049.11,spaarrekening - Omitted due to Privacy Reasons
2023-05-07,spaarrekening - Omitted due to Privacy Reasons,-2296.69,spaarrekening - Omitted due to Privacy Reasons
2023-05-07,betaalverzoek - Omitted due to Privacy Reasons,37.94,betaalverzoek - Omitted due to Privacy Reasons
2023-05-07,NYAzoellsde - Omitted due to Privacy Reasons,-1.81,NYAzoellsde - Omitted due to Privacy Reasons
2023-05-07,AH to go - Omitted due to Privacy Reasons,-2.48,AH to go - Omitted due to Privacy Reasons
2023-05-07,REWE - Omitted due to Privacy Reasons,-6.22,REWE - Omitted due to Privacy Reasons
2023-05-06,Albert Heijn - Omitted due to Privacy Reasons,-27.22,Albert Heijn - Omitted due to Privacy Reasons
2023-05-05,thuisbezorgd - Omitted due to Privacy Reasons,-85.04,thuisbezorgd - Omitted due to Privacy Reasons
